,title,author,content,price,grade,genre
739,건청궁일기,"
박영규 저
        ","



편견과 아집 속에 가려진 인물명성황후를 되살려내다!거칠고 암울한 시대를 살다간 한 사람, 여인으로, 아내로, 어미로, 왕비로, 권력자로 본 명성황후‘한 권으로 읽는 실록’ 시리즈300만 베스트셀러 박영규 작가의 회심작!“그날 밤 건청궁 뜨락에서 살해된 여인은 정말 조선의 왕비였을까? (…) 여인은 죽는 순간까지도 그 책을 품에 품고 있었던 것이 분명했다. 도대체 무슨 책이기에 죽는 순간에도 이렇듯 소중하게 품고 있었을까.”‘한 권으로 읽는 실록’ 시리즈로 널리 알려진 대중역사가 박영규의 장편 역사소설. 기획부터 탈고까지 무려 8년의 시간이 걸린 이 책은, 명성황후를 화자로 하여 어지럽고 위태로웠던 조선 사회와 세계 열강의 틈에서 살아남기 위해 부단히 애썼던 한 나라의 국모로서 자신의 인생을 편견의 눈으로 풀어낸 흥미진진한 역사소설이다. 역사적 사실과 소설적 상상력이 구분하기 힘들 정도로 치밀하다. 암울하고 위태롭던 조선말 대한제국 시기 급박하게 돌아갔던 궁궐 안의 상황을 재구성하여 읽는 재미와 함께 역사에 대한 지적 흥미를 자극한다. 작가는 일인칭 시점으로 명성황후의 일대기를 그리며 그의 삶을 대변한다. 명성황후에 고착되어 있는 편견을 흔들어놓음으로써 명성황후를 거칠고 암울한 시대를 살다간 한 사람으로, 여인으로, 아내로, 어미로, 왕비로, 권력자로 다각화하여 바라보는 계기를 제공한다.“왕비는 그저 아내로, 어미로, 며느리로 살 수 없는 자리였다. 중궁의 자리는 그저 지켜지는 것이 아니었다. 주변의 모든 사람이 나를 향해 달려드는 맹수였고 주변의 모든 물건이 나의 목을 향해 날아드는 화살이었다. 그들의 걸음 하나, 말 한 마디, 눈짓 하나가 모두 비수였다. 그들은 아무도 그저 웃는 사람이 없었고 그저 우는 사람도 없었다. 먹고, 자고, 숨쉬고, 기침하는 모든 것에 의도가 숨어 있었다. 궁궐은 단 한 순간도 방심하면 안 되는 전쟁터였다.”                    




 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","12,600",8.0,역사
740,녹슨 도르래,"
와카타케 나나미 저/문승준 역
        ","



세상에서 가장 불행한 탐정 하무라 아키라하무라 아키라 사전에 쉬운 의뢰란 결코 없다!미스터리 전문서점 ‘살인곰 서점’의 점장 도야마 야스유키를 만나, 서점 일을 도우며 탐정 일을 계속한 지 3년째. 하무라 아키라는 전에 없던 생활고로 고생 중이다. 살인곰 서점이 일주일에 사흘만 열게 되면서 수입이 대폭 줄어든 탓이다. “미스터리 서점에 탐정사무소가 있으면 재미있지 않을까요?” 하는 점장의 권유로 차린 ‘백곰 탐정사’에도 좀처럼 의뢰인이 찾아오지 않는다. 이대로는 굶어죽겠다는 위기감에 다른 대형 탐정사에서 하청을 받아 입에 풀칠을 해보지만, 이렇게 들어온 일들은 대개 위험 부담이 크고 돈도 되지 않는다. 교대할 사람도 없이 혼자서 꼬박 밤을 새워가며 수사를 진행했지만, 과로로 앓아눕게 되면서 지출이 늘고 수입은 또 줄었다. 그런 그녀에게 이번에야말로 편한 건수라며 일이 들어온다. 의뢰 내용은 일흔네 살 할머니의 뒷조사를 해달라는 것. 거절하려 했지만 일당을 올려준다는 말에 하무라는 덜컥 의뢰를 받아들인다. 그렇다. 그 의뢰는 분명 손쉬운 의뢰였을 것이다. 하지만 미행을 하던 중 싸우는 소리가 들렸고, 위를 올려다본 순간, 그 할머니가 하무라 아키라의 머리 위로 떨어지는데……. 세상에서 가장 불행한 탐정 하무라 아키라. 그녀의 불운의 끝은 과연 어디일까? 그 끝에 과연 구원은 있을까?                    




 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","14,400",8.5,역사
741,730 1,"
이유월 저
        ","



“그래피티를 좀 그려 줘야겠어.”“그게 무슨 엿같은,”“무슨 엿인지는 나도 잘 몰라. 심부름하는 입장이라.”투자은행 직원처럼 수트를 빼입은 남자가 나타났을 때부터 이상하단 생각은 했지만상황은 감조차 잡히지 않는 방향으로 전개 중이다.“거절하면?”“안 될 거야. 심부름시키신 분이, 성정이 좀 모질어서.”20세기말 뉴욕. NYPD가 가장 잡고 싶어 하는 거리의 낙서꾼 세븐써리.지명하는 장소에 그래피티를 그려 달라는 거액의 제안이 들어온다.“심부름시켰다는 분, 그쪽 맞지?”“나한테 관심 갖지 마.”“관심 이미 생겼다고. 다시 말해 줘야 해?”뉴욕에서 자란 이들만의 독특한 냄새가 있다.불친절하고 오만하며 위험한 냄새. 거리를 둬야 한다, 거리를.“나는, ……위험한 사람이야.”“그런 이유라면 걱정 마. 아마 너보다 내가 훨씬 더 위험할 거니까.”이 남자가 던져 넣은 파문 같은 희망은 언제부턴가 높은 파도가 되어 버렸다.빛나는 웃음. 설레는 마음. 평범한 시간 같은 걸 나도 한 번쯤은 가져 보고 싶다는,그럴 수 있을 거라는 희망.그 구차하고 미련한 희망 따위가.                    


","10,800",9.0,역사
742,두 번 사는 랭커 4,"
사도연 저
        ","



[계승 작업을 시작합니다.]누가 동생을 죽음으로 몰아넣었는지, 왜 동생이 5년 만에 이런 모습으로 돌아와야 했는지. 99개의 층계를 통과하면 신이 될 수 있다는 탑. 하지만 연우가 봤을 때는 서로가 서로를 물어뜯는 무법지대에 불과했다. 동생은 그런 곳에 사는 아귀들에게 물어뜯긴 거였다.그렇다면.‘돌려줘야겠지.’그곳의 법칙에 따라서.‘너희들에게도 똑같이.’이미 동생의 능력은 연우에게 고스란히 전해졌다. 플레이어. 탑을 오를 수 있는 최소한의 자격을 얻게 되었다. 그렇다면 이제는 자신이 나설 차례였다. 연우의 두 눈에서 슬픈 감정이 사라지고. 어느덧 싸늘한 분노만 남아 있었다.                    


","7,200",8.2,판타지
743,파묻힌 거짓말,"
크리스티나 올손 저/장여정 역
        ","



“스칸디나비안 범죄소설의 떠오르는 샛별” 크리스티나 올손요 네스뵈와 함께 독자들이 놓치지 말아야 할 최고의 반전 스릴러! 두 나라에서 벌어진 다섯 건의 잔인한 살인사건!범행을 자백하고 죽어버린 자의 결백을 어떻게 증명할 것인가?마틴 베너는 마음만 먹으면 얼마든지 여자를 꼬여낼 수 있는 바람둥이 변호사. 하지만 알고 보면 가족들 모두가 책임을 회피한, 죽은 여동생의 어린 딸아이를 맡아 키우는 가슴 따뜻한 남자이기도 하다. 『파묻힌 거짓말』은 변호사 마틴 베너가 피의자의 자살로 이미 종결된 사건의 전말을 파헤치기 시작하면서 자신까지 범죄 용의자로 몰리는 등 걷잡을 수 없는 혼돈으로 빠져드는 하드보일드 드라마. 전형적 요소들이 적절히 뒤섞인 매력적인 주인공과 반전의 반전을 거듭하는 줄거리가 소설에서 눈을 뗄 수 없게 하며 무엇보다 주인공 마틴 베너의 삶에 대한 통찰력이 엿보이는 문장들 그리고 철저한 디테일과 증거를 따라 논리적으로 전개되는 추리 과정이 돋보인다. 뿐만 아니라 스웨덴 보안청에서 일한 경험이 있는 저자의 독특한 이력 덕분에 자연스럽게 묻어나는 사법 시스템에 대한 이해 등도 소설에 깊이를 더한다.                    




 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","14,400",7.9,추리/미스터리
744,에레혼 EREWHON,"
새뮤얼 버틀러 저/이인식 해제/한은경 역
        ","



병들면 감옥에 갇히고 대학에서는 무능을 가르친다?진화한 인공지능의 반역이 두려워 모든 기계를 파괴한,어디에도 없는NOWHERE 나라, 에레혼EREWHON의 기상천외한 이야기150년 전, 영국 제국주의가 건설한 식민지에서 양치기로 살던 모험심 강한 청년이 높은 산맥을 넘어서 미지의 나라 에레혼에 당도한다. 에레혼Erewhon은 ‘nowhere’를 거꾸로 쓴 것으로, 이를테면 유토피아를 역으로 상징한다. 질병은 죄악으로 간주되어 병자는 처벌받는 반면, 범죄자는 일말의 죄의식도 느끼지 않으며, 이성보다는 부조리를 선호하는 이상한 나라. 이곳에는 기계가 모조리 자취를 감추었는데, 기계가 진화해 인류를 위협할 것을 두려워한 나머지 모든 기계의 씨를 말린 것이다. 산업화와 비인간화가 확대일로인 당시 영국사회를 풍자하는 작품이자 AI의 도래를 예견한 미래소설의 걸작이 국내 초역으로 소개된다.                    




 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","11,700",8.5,추리/미스터리
745,아이 엠 넘버 포 5,"
피타커스 로어 저/이수영 역
        ","



“화려한 액션과 긴장감 넘치는 스토리,당신은 어느새 책의 마지막 장을 덮게 될 것이다.”웰메이드 소설 ‘로리언 레거시’ 시리즈 5편 출간!상상을 뛰어넘는 반전,모든 것을 압도할 전투가 시작된다!  뉴욕타임스 베스트셀러 ‘로리언 레거시’ 시리즈가 5편으로 찾아왔다. 출간을 손꼽아 기다려온 많은 독자의 기대에 부응하듯 5편에서는 모가도어의 수장 세트라쿠스 라에 대한 비밀이 밝혀지며 스토리 전개에 탄력이 붙는다. 로리언 행성을 파괴하고, 지구까지 넘보는 세트라쿠스 라의 진짜 정체는 과연 무엇일까?  한편, 열세에 몰린 가드들은 모가도어 인들의 본격적인 지구 침공이 가까워져 오자 이를 저지하기 위한 방안을 찾고자 뿔뿔이 흩어진다. 넘버 포와 식스, 엘라의 시선에서 그려지는 가드들은 고군분투 속에서 점차 안정을 찾아가고, 로리언 행성이 남긴 숭고한 메시지도 발견하게 되는데…. 믿을 수 없을 만큼 화려한 액션과 긴장감 넘치는 스토리를 따라가다 보면 어느새 책의 마지막 장을 덮게 된다.                    




 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","11,520",10.0,무협
746,시그리드 외전,"
시야 저
        ","



카카오페이지 인기 로맨스 판타지 소설 『시그리드』 출간!적도 아군도 그녀는 필요치 않았다. 주군이 베라고 하면 베고, 싸우라고 하면 싸운다.그 상대에게 악감정이 있는 건 아니었다.그저 명령이니 따랐을 뿐이다.평생을 규칙대로 바르게 살던 여기사 시그리드. 그녀가 황태자 암살의 누명을 쓰고 단두대에서 처형당했다. 눈을 뜨니 자신의 방이었고, 알고 보니 5년 전 과거였다. 그래서 그녀는 오직 황제를 위한 충성밖에 모르던 때로 돌아가지 않겠다고 결심하고 이제는 자기 자신을 위해 살기로 마음먹는다.언제나 그녀를 열등감에 사로잡히게 했던 라이벌 베라무드.“동료를 구하기 위해서 오러 코어가 부서지는 것도 견디고, 주인을 정하지 못했다고 위로 올라가는 것도 거부하고. 이 무슨 동화책 속에 나올 법한 기사도란 말인가?”모두가 악마라고 속삭이던 궁정 대마법사 아르카나,“줄게. 넌 필요 없다고 했지만 말야.내 영혼을 가져간 아가씨.“그리고 같은 기사단에서 본 척 만 척 지나치던 동기들과 다시 마주치면서 미래가 조금씩 변하기 시작한다.고지식한 평민 마스터 여기사가 뒤늦게 사랑과 우정을 깨달아 가면서 겪게 되는 파란만장한 성장기!                    


","10,800",9.5,추리/미스터리
747,누군가 ,"
미야베 미유키 저/권일영 역
        ","



미야베 미유키의 ‘행복한 탐정’ 시리즈 제1탄미야베 미유키가 2003년에 발표한 현대 미스터리. 평범한 편집자가 평범한 운전기사의 죽음에 대해 조사하며 벌어지는 사건을 그린 장편소설이다. 『이유』, 『화차』, 『우리 이웃의 범죄』 등의 작품을 통해 현대인의 불안과 고독, 가족의 문제에 천작해 온 작가는 일상적이고 사소한 이야기를 통해 과연 행복한 삶이란 어떤 것인가에 대한 질문을 던진다.우연히 위험에 빠진 재벌가의 딸을 구해준 인연으로 결혼까지 하게 된 평범한 출판 편집자 스기무라 사부로. 결혼을 하고 나서는 대기업의 총수인 장인의 회사에 들어가 사보를 만드는 일을 하고 있다. 어느 날 장인의 운전기사 가지타가 자전거에 치여 죽음을 당하고, 가지타의 두 딸은 범인 잡기의 일환으로 아버지의 인생을 책으로 만들고자 한다. 졸지에 이 책의 책임 편집을 맡게 된 스기무라. 어설픈 탐정 흉내를 내며 완전히 다른 성격의 두 딸과 함께 운전기사의 삶을 거슬러 올라가던 그는, 가지타 가족의 어두운 과거를 엿보게 되고 그들이 품고 있던 비밀을 조금씩 알게 되는데…….‘행복한 탐정’ 시리즈는 이후 제2탄 『이름 없는 독』(‘2006년 걸작 미스터리 베스트’1위 수상)과 제3탄 『십자가와 반지의 초상』으로 이어진다.                    


","10,800",10.0,로맨스
748,스타크래프트 암흑기사단 : 황혼,"
블리자드 엔터테인먼트 저
        ","



이제 단 한번의 선택으로우주의 운명이 결정된다.우연찮게 프로토스의 영혼을 몸속에 담게 된 고고학자 제이크. 프로토스의 영혼은 자신이 가진 지혜를 전하고자 제이크를 프로토스의 고향으로 향하게 한다. 한편, 프로토스의 영혼이 몸속에 머물수록 자신이 죽어간다는 사실을 알게 된 제이크는 서둘러 프로토스의 영혼을 분리하려 한다. 하지만 시간이 얼마 남지 않은 상황에서 테란과 저그가 그를 찾아 모여들기 시작하고, 잠들어 있던 절대악마저 깨어나 그를 쫓는다. 과연 제이크는 프로토스의 지혜를 옮기고 살아날 수 있을 것인가?                     




 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","13,320",9.1,로맨스
749,괴도신사 아르센 뤼팽,"
모리스 르블랑 저
        ","



프랑스 최고 훈장, 레지옹 도뇌르 수상!100년이 넘게 칭송받아온 추리 문학의 고전명작!현대인을 위한 최신 원전 번역, 세련된 편집 그리고 추리 문학계 최초 추리 소설 마니아의 감수까지!형사나 탐정이 주인공인 추리 소설은 잊어라! 기존 추리 소설의 뻔한 구도를 과감히 뒤엎고 탄생한 《아르센 뤼팽 전집》이 현대적 번역과 세련된 편집으로 다시 돌아왔다. 1905년 첫선을 보인 이래로 추리 소설 마니아들의 열렬한 사랑과 아낌없는 응원을 받아온 도둑 아르센 뤼팽의 활약이 2015년 코너스톤의 《아르센 뤼팽 전집》으로 묶였다. 저자 모리스 르블랑의 섬세한 문체는 고전 특유의 우아함을 잃지 않으면서도 현대적 감각이 어우러지도록 번역했으며, 소설의 재미를 풍부하게 해줄 주석에도 꼼꼼히 신경 썼다. 특별히 추리 문학계 최초로 추리 소설 마니아의 감수까지 받아 의역과 오역을 최소화하며, 독자들이 완벽히 뤼팽의 시대로 몰입하도록 돕고 있다. 끊임없이 경찰의 추적을 받으며 선과 악을 넘나드는 뤼팽, 피비린내 가득한 범행 현장에서도 아름다운 여인과의 로맨스를 꽃피우는 뤼팽, 수만 가지 얼굴을 가진 변장술의 대가이자 언제나 유머를 잃지 않는 뤼팽. 당신의 근처 어디에선가, 뤼팽이 남기고 간 특유의 명함을 발견하지는 않았는가? 《괴도신사 아르센 뤼팽》에서 추리 소설 역사상 가장 매력적인 도둑, 뤼팽의 이야기 속으로 들어가 보자!                    




 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","6,210",9.5,판타지
